Customer ID,Referred a Friend,Number of Referrals,Satisfaction Score,Customer Status,Churn Reason,Churn Category
6328-ZPBGN,No,0,2,Churned,Extra data charges,Price
2856-NNASM,No,0,1,Churned,Network reliability,Dissatisfaction
6769-DYBQN,No,0,1,Churned,Attitude of support person,Attitude
2446-BEGGB,No,0,3,Churned,Attitude of support person,Attitude
1496-GGSUK,No,0,1,Churned,Attitude of service provider,Attitude
3296-SILRA,Yes,6,2,Churned,Attitude of support person,Attitude
5180-UCIIQ,Yes,5,1,Churned,Moved,Other
1977-STDKI,No,0,1,Churned,Competitor offered more data,Competitor
5813-UECBU,No,0,2,Churned,Competitor made better offer,Competitor
4342-HENTK,No,0,1,Churned,Competitor had better devices,Competitor
1597-LHYNC,No,0,1,Churned,Price too high,Price
8651-ENBZX,No,0,3,Churned,Long distance charges,Price
9286-DOJGF,Yes,5,1,Churned,Product dissatisfaction,Dissatisfaction
9661-MHUMO,Yes,3,3,Churned,Service dissatisfaction,Dissatisfaction
8884-ADFVN,Yes,2,1,Churned,Don't know,Other
2720-WGKHP,No,0,1,Churned,Don't know,Other
9776-CLUJA,Yes,1,1,Churned,Competitor offered more data,Competitor
3551-HUAZH,No,0,2,Churned,Price too high,Price
8634-MPHTR,Yes,1,1,Churned,Attitude of support person,Attitude
2474-BRUCM,Yes,1,1,Churned,Don't know,Other
0616-ATFGB,Yes,1,1,Churned,Competitor had better devices,Competitor
7235-NXZCP,No,0,2,Churned,Competitor made better offer,Competitor
6661-HBGWL,No,0,1,Churned,Network reliability,Dissatisfaction
9317-WZPGV,No,0,3,Churned,Extra data charges,Price
3621-CEOVK,Yes,1,1,Churned,Service dissatisfaction,Dissatisfaction
7632-MNYOY,No,0,3,Churned,Attitude of service provider,Attitude
9248-OJYKK,No,0,3,Churned,Competitor made better offer,Competitor
3398-FSHON,No,0,2,Churned,Competitor made better offer,Competitor
3319-DWOEP,No,0,3,Churned,Competitor made better offer,Competitor
0818-OCPZO,No,0,3,Churned,Competitor offered more data,Competitor
1389-CXMLU,No,0,2,Churned,Competitor made better offer,Competitor
5561-NWEVX,Yes,1,3,Churned,Price too high,Price
2272-QAGFO,No,0,3,Churned,Service dissatisfaction,Dissatisfaction
3768-NLUBH,Yes,1,1,Churned,Network reliability,Dissatisfaction
7359-SSBJK,No,0,1,Churned,Lack of affordable download/upload speed,Price
0685-MLYYM,No,0,2,Churned,Long distance charges,Price
7957-RYHQD,No,0,1,Churned,Price too high,Price
6230-BSUXY,No,0,2,Churned,Network reliability,Dissatisfaction
3990-QYKBE,Yes,3,1,Churned,Competitor had better devices,Competitor
9274-CNFMO,Yes,1,2,Churned,Competitor offered more data,Competitor
3005-NFMTA,No,0,2,Churned,Price too high,Price
5389-FFVKB,Yes,1,1,Churned,Service dissatisfaction,Dissatisfaction
8444-WRIDW,No,0,2,Churned,Attitude of support person,Attitude
5868-YWPDW,Yes,1,2,Churned,Limited range of services,Dissatisfaction
1273-MTETI,No,0,3,Churned,Don't know,Other
5480-HPRRX,No,0,3,Churned,Attitude of support person,Attitude
7234-FECYN,No,0,3,Churned,Attitude of support person,Attitude
1400-MMYXY,Yes,1,2,Churned,Attitude of service provider,Attitude
7142-HVGBG,Yes,1,1,Churned,Competitor had better devices,Competitor
1564-NTYXF,No,0,2,Churned,Attitude of support person,Attitude
0886-QGENL,Yes,1,1,Churned,Attitude of service provider,Attitude
8739-WWKDU,No,0,1,Churned,Competitor had better devices,Competitor
8685-WHQPW,No,0,1,Churned,Competitor had better devices,Competitor
7240-FQLHE,Yes,1,2,Churned,Attitude of support person,Attitude
6664-FPDAC,No,0,3,Churned,Attitude of service provider,Attitude
0786-VSSUD,No,0,1,Churned,Competitor had better devices,Competitor
6583-QGCSI,Yes,1,3,Churned,Competitor made better offer,Competitor
1980-KXVPM,No,0,1,Churned,Competitor had better devices,Competitor
0723-DRCLG,Yes,1,2,Churned,Don't know,Other
6894-LFHLY,No,0,1,Churned,Competitor made better offer,Competitor
8361-LTMKD,No,0,2,Churned,Competitor made better offer,Competitor
3841-NFECX,Yes,3,4,Stayed,,
4929-XIHVW,Yes,10,5,Joined,,
3413-BMNZE,No,0,3,Joined,,
8012-SOUDQ,No,0,4,Stayed,,
6575-SUVOI,Yes,9,4,Stayed,,
4667-QONEA,Yes,9,3,Stayed,,
5067-XJQFU,Yes,3,5,Stayed,,
1891-QRQSA,Yes,9,4,Stayed,,
2673-CXQEU,No,0,4,Stayed,,
0191-ZHSKZ,No,0,4,Stayed,,
2424-WVHPL,No,0,5,Joined,,
5386-THSLQ,No,0,5,Stayed,,
2639-UGMAZ,No,0,3,Stayed,,
3146-MSEGF,Yes,1,3,Stayed,,
1131-QQZEB,Yes,7,3,Stayed,,
2504-DSHIH,Yes,1,3,Stayed,,
9058-HRZSV,Yes,2,4,Stayed,,
4522-AKYLR,No,0,4,Stayed,,
0221-WMXNQ,No,0,3,Stayed,,
5046-NUHWD,Yes,5,3,Stayed,,
7529-ZDFXI,Yes,1,5,Stayed,,
3197-ARFOY,No,0,3,Stayed,,
4716-HHKQH,Yes,3,3,Stayed,,
3179-GBRWV,Yes,5,4,Stayed,,
4847-TAJYI,No,0,3,Stayed,,
6851-WEFYX,Yes,4,5,Stayed,,
3167-SNQPL,Yes,9,5,Stayed,,
2799-ARNLO,No,0,4,Stayed,,
5701-YVSVF,Yes,9,4,Stayed,,
5697-GOMBF,Yes,3,5,Stayed,,
2739-CACDQ,No,0,4,Stayed,,
6035-BXTTY,No,0,5,Stayed,,
0021-IKXGC,No,0,4,Joined,,
4654-DLAMQ,Yes,9,3,Stayed,,
4115-NZRKS,No,0,5,Stayed,,
3351-NGXYI,No,0,3,Stayed,,
8204-YJCLA,Yes,1,3,Stayed,,
9774-NRNAU,Yes,5,3,Stayed,,
0224-RLWWD,No,0,3,Joined,,
3951-NJCVI,Yes,10,4,Stayed,,
0177-PXBAT,Yes,7,3,Stayed,,
2519-ERQOJ,No,0,4,Stayed,,
0111-KLBQG,Yes,9,5,Stayed,,
1996-DBMUS,Yes,10,3,Stayed,,
2055-SIFSS,Yes,5,3,Stayed,,
2806-MLNTI,Yes,4,4,Stayed,,
5628-RKIFK,No,0,3,Stayed,,
5760-WRAHC,No,0,3,Stayed,,
1480-BKXGA,Yes,5,3,Stayed,,
9076-AXYIK,Yes,2,4,Stayed,,
4933-IKULF,No,0,4,Stayed,,
3780-DDGSE,Yes,6,5,Stayed,,
4612-SSVHJ,No,0,5,Stayed,,
5756-OZRIO,Yes,9,4,Stayed,,
4513-CXYIX,Yes,4,3,Stayed,,
4332-MUOEZ,Yes,1,3,Stayed,,
6705-LXORM,Yes,1,4,Stayed,,
4109-CYRBD,Yes,1,5,Stayed,,
8606-CIQUL,Yes,1,4,Stayed,,
0356-OBMAC,No,0,3,Stayed,,
1297-VQDRP,No,0,5,Stayed,,
4676-MQUEA,Yes,9,3,Stayed,,
7025-WCBNE,No,0,3,Stayed,,
6030-REHUX,Yes,6,4,Stayed,,
6522-YRBXD,Yes,3,3,Stayed,,
6689-VRRTK,No,0,3,Stayed,,
7134-MJPDY,No,0,3,Stayed,,
4881-JVQOD,Yes,1,4,Stayed,,
6797-UCJHZ,Yes,7,3,Stayed,,
2469-DTSGX,No,0,5,Stayed,,
4908-XAXAY,No,0,4,Stayed,,
3509-GWQGF,No,0,3,Stayed,,
3729-OWRVL,No,0,3,Stayed,,
7251-LJBQN,No,0,3,Stayed,,
2682-KEVRP,No,0,3,Stayed,,
9978-HYCIN,Yes,1,3,Stayed,,
8329-UTMVM,No,0,4,Stayed,,
6952-OMNWB,Yes,7,4,Stayed,,
6549-YMFAW,Yes,1,4,Stayed,,
1307-TVUFB,No,0,4,Stayed,,
7503-MIOGA,No,0,3,Stayed,,
2499-AJYUA,Yes,8,5,Stayed,,
6919-ELBGL,Yes,3,3,Stayed,,
3966-HRMZA,No,0,4,Joined,,
5671-RQRLP,Yes,4,4,Stayed,,
4785-NKHCX,No,0,5,Stayed,,
4250-WAROZ,Yes,4,3,Stayed,,
3523-BRGUW,No,0,5,Stayed,,
2123-AGEEN,No,0,3,Stayed,,
1258-YMZNM,No,0,3,Stayed,,
6259-WJQLC,No,0,4,Stayed,,
7508-SMHXL,No,0,4,Stayed,,
3956-CJUST,No,0,4,Stayed,,
4824-GUCBY,No,0,4,Stayed,,
6630-UJZMY,Yes,10,3,Stayed,,
9904-EHEVJ,Yes,9,5,Stayed,,
2826-DXLQO,Yes,10,3,Stayed,,
9489-UTFKA,Yes,9,3,Stayed,,
4849-PYRLQ,No,0,3,Stayed,,
2858-EIMXH,Yes,1,3,Stayed,,
6419-ZTTLE,Yes,2,5,Stayed,,
8242-SOQUO,No,0,4,Stayed,,
7460-ITWWP,Yes,5,4,Stayed,,
7868-TMWMZ,Yes,2,5,Stayed,,
4829-ZLJTK,Yes,5,3,Stayed,,
8883-GRDWQ,No,0,4,Stayed,,
9845-PEEKO,No,0,5,Stayed,,
1751-NCDLI,Yes,6,5,Stayed,,
2176-LVPNX,No,0,3,Stayed,,
3452-ABWRL,No,0,3,Stayed,,
1779-PWPMG,Yes,1,3,Stayed,,
3082-WQRVY,Yes,8,5,Stayed,,
2460-NGXBJ,Yes,8,5,Stayed,,
5268-DSMNQ,Yes,5,5,Stayed,,
6242-MBHPK,Yes,1,3,Stayed,,
4782-OSFXZ,Yes,1,3,Stayed,,
1282-IHQAC,No,0,3,Stayed,,
1641-RQDAY,Yes,1,3,Stayed,,
5461-QKNTN,Yes,1,3,Stayed,,
8089-UZWLX,No,0,5,Stayed,,
4468-KAZHE,Yes,1,5,Stayed,,
1543-LLLFT,Yes,2,3,Stayed,,
6507-ZJSUR,Yes,6,4,Stayed,,
9220-ZNKJI,Yes,5,3,Stayed,,
0723-VSOBE,No,0,3,Stayed,,
1004-NOZNR,No,0,4,Stayed,,
1251-STYSZ,No,0,4,Stayed,,
9681-KYGYB,Yes,5,4,Stayed,,
7005-CYUIL,Yes,2,3,Stayed,,
2388-LAESQ,Yes,3,3,Stayed,,
3108-PCCGG,Yes,3,3,Stayed,,
6729-GDNGC,No,0,5,Stayed,,
4238-HFHSN,Yes,4,3,Stayed,,
2692-BUCFV,No,0,4,Stayed,,
5651-WYIPH,No,0,3,Stayed,,
8752-GHJFU,Yes,7,3,Stayed,,
6896-SRVYQ,No,0,5,Stayed,,
9052-VKDUW,Yes,8,3,Stayed,,
2480-EJWYP,Yes,5,3,Stayed,,
6806-YDEUL,No,0,3,Stayed,,
0222-CNVPT,No,0,3,Stayed,,
6048-UWKAL,Yes,2,4,Stayed,,
9290-SHCMB,No,0,4,Stayed,,
2277-BKJKN,Yes,6,4,Stayed,,
8016-ZMGMO,No,0,5,Stayed,,
1728-CXQBE,Yes,9,3,Stayed,,
0481-SUMCB,No,0,4,Stayed,,
2811-POVEX,Yes,4,5,Stayed,,
7905-NJMXS,Yes,2,4,Stayed,,
9957-YODKZ,Yes,4,5,Stayed,,
3223-DWFIO,No,0,3,Stayed,,
3292-PBZEJ,No,0,3,Stayed,,
0993-OSGPT,Yes,2,5,Stayed,,
7108-DGVUU,Yes,4,5,Stayed,,
9906-NHHVC,No,0,3,Stayed,,
8152-UOBNY,No,0,3,Stayed,,
7351-KYHQH,No,0,4,Stayed,,
6374-NTQLP,Yes,4,3,Stayed,,
6267-DCFFZ,Yes,8,5,Stayed,,
2439-LYPMQ,Yes,7,4,Stayed,,
7426-WEIJX,Yes,10,4,Stayed,,
3761-FLYZI,Yes,4,5,Stayed,,
1060-ENTOF,Yes,3,4,Stayed,,
0999-QXNSA,No,0,4,Stayed,,
9365-SRSZE,No,0,3,Stayed,,
4918-FYJNT,Yes,4,4,Stayed,,
4854-CIDCF,No,0,4,Joined,,
3280-MRDOF,No,0,3,Stayed,,
6407-UTSLV,No,0,3,Joined,,
5935-FCCNB,No,0,4,Stayed,,
9705-IOVQQ,Yes,10,5,Stayed,,
1320-REHCS,No,0,5,Stayed,,
2057-BOYKM,Yes,10,4,Stayed,,
0134-XWXCE,No,0,5,Stayed,,
2307-FYNNL,No,0,3,Stayed,,
5605-XNWEN,No,0,5,Stayed,,
2519-LBNQL,Yes,2,4,Stayed,,
8623-ULFNQ,No,0,5,Stayed,,
7789-HKSBS,Yes,2,3,Stayed,,
2070-XYMFH,No,0,5,Stayed,,
5663-QBGIS,No,0,3,Stayed,,
3402-XRIUO,Yes,5,3,Stayed,,
8058-DMYRU,No,0,5,Stayed,,
3537-RYBHH,Yes,1,3,Stayed,,
0523-VNGTF,No,0,3,Stayed,,
7105-MXJLL,Yes,2,5,Stayed,,
7064-FRRSW,No,0,4,Stayed,,
1636-NTNCO,No,0,3,Stayed,,
3219-JQRSL,Yes,1,3,Stayed,,
1845-CSBRZ,Yes,7,5,Stayed,,
3723-BFBGR,No,0,5,Stayed,,
5692-ICXLW,No,0,5,Stayed,,
7020-OZKXZ,No,0,3,Stayed,,
0308-GIQJT,No,0,4,Stayed,,
8775-ERLNB,Yes,7,5,Joined,,
8309-IEYJD,No,0,4,Joined,,
7361-YPXFS,No,0,4,Stayed,,
6557-BZXLQ,No,0,3,Stayed,,
4832-VRBMR,Yes,1,3,Stayed,,
7901-TBKJX,No,0,3,Stayed,,
9919-FZDED,Yes,1,3,Stayed,,
7206-PQBBZ,Yes,7,3,Stayed,,
4079-VTGLK,Yes,7,5,Stayed,,
2931-VUVJN,No,0,3,Stayed,,
2878-RMWXY,Yes,5,3,Stayed,,
7375-WMVMT,Yes,2,4,Stayed,,
7622-FWGEW,Yes,8,3,Stayed,,
0380-NEAVX,No,0,5,Stayed,,
8495-LJDFO,No,0,4,Stayed,,
1302-UHBDD,No,0,4,Stayed,,
3597-YASZG,Yes,3,4,Stayed,,
3420-ZDBMA,No,0,4,Stayed,,
3398-GCPMU,Yes,4,3,Stayed,,
1013-QCWAM,No,0,4,Stayed,,
0336-PIKEI,Yes,7,4,Stayed,,
7322-OCWHC,Yes,10,3,Stayed,,
5732-IKGQH,Yes,5,3,Stayed,,
0093-EXYQL,No,0,3,Stayed,,
9168-INPSZ,Yes,10,4,Stayed,,
0015-UOCOJ,No,0,3,Stayed,,
5334-AFQJB,No,0,5,Stayed,,
2754-SDJRD,No,0,4,Stayed,,
1465-LNTLJ,Yes,7,5,Stayed,,
4706-DGAHW,No,0,3,Joined,,
8552-OBVRU,Yes,6,3,Stayed,,
9776-OJUZI,No,0,4,Stayed,,
0869-PAPRP,Yes,4,3,Stayed,,
4238-JSSWH,Yes,1,5,Stayed,,
9121-PHQSR,Yes,6,4,Stayed,,
9796-MVYXX,No,0,4,Stayed,,
7268-IGMFD,No,0,4,Stayed,,
0013-SMEOE,Yes,1,3,Stayed,,
2573-GYRUU,Yes,1,4,Stayed,,
6486-LHTMA,Yes,1,3,Stayed,,
4083-BFNYK,Yes,1,4,Stayed,,
1089-HDMKP,No,0,4,Stayed,,
0141-YEAYS,No,0,4,Stayed,,
9603-OAIHC,No,0,3,Joined,,
8406-LNMHF,Yes,10,4,Stayed,,
0023-UYUPN,No,0,3,Stayed,,
6360-SVNWV,No,0,3,Stayed,,
9050-IKDZA,No,0,4,Joined,,
1197-BVMVG,No,0,3,Stayed,,
5198-EFNBM,Yes,10,4,Stayed,,
7516-GMHUV,Yes,1,4,Stayed,,
6614-YWYSC,Yes,5,3,Stayed,,
8735-SDUFN,Yes,5,5,Stayed,,
7016-NVRIC,Yes,10,3,Stayed,,
9825-YCXWZ,No,0,5,Stayed,,
2000-DHJUY,Yes,1,4,Stayed,,
9796-BPKIW,No,0,3,Stayed,,
9137-NOQKA,No,0,5,Joined,,
7748-UMTRK,No,0,4,Stayed,,
6463-MVYRY,No,0,4,Stayed,,
4526-ZJJTM,Yes,1,3,Stayed,,
5315-CKEQK,Yes,1,3,Stayed,,
0907-HQNTS,Yes,8,3,Stayed,,
8250-ZNGGW,No,0,4,Stayed,,
8166-ORCHU,Yes,10,4,Stayed,,
1855-CFULU,No,0,5,Stayed,,
8628-MFKAX,Yes,6,3,Stayed,,
9508-ILZDG,No,0,4,Stayed,,
6128-AQBMT,Yes,8,3,Stayed,,
4295-YURET,Yes,8,4,Stayed,,
7693-QPEFS,No,0,3,Stayed,,
0924-BJCRC,Yes,6,3,Stayed,,
5533-NHFRF,No,0,4,Stayed,,
4360-QRAVE,No,0,5,Stayed,,
8433-WPJTV,Yes,8,3,Stayed,,
5387-ASZNZ,No,0,3,Stayed,,
2277-DJJDL,Yes,5,3,Stayed,,
6963-EZQEE,Yes,4,3,Stayed,,
2452-KDRRH,No,0,4,Stayed,,
5248-RPYWW,Yes,2,3,Stayed,,
7923-IYJWY,No,0,3,Stayed,,
1658-TJVOA,No,0,3,Stayed,,
0674-DGMAQ,Yes,9,5,Stayed,,
2761-XECQW,Yes,1,3,Stayed,,
8059-UDZFY,No,0,5,Stayed,,
7740-BTPUX,Yes,7,5,Stayed,,
8648-PFRMP,No,0,4,Stayed,,
8996-ZROXE,No,0,4,Stayed,,
2207-QPJED,Yes,8,4,Stayed,,
0516-QREYC,No,0,5,Stayed,,
3865-QBWSJ,No,0,3,Stayed,,
5857-TYBCJ,Yes,6,4,Stayed,,
4176-RELJR,No,0,3,Stayed,,
7924-GJZFI,Yes,7,4,Stayed,,
5897-ZYEKH,Yes,3,3,Stayed,,
5456-ITGIC,Yes,9,5,Stayed,,
8070-AAWZP,Yes,3,4,Stayed,,
6860-YRJZP,No,0,5,Stayed,,
9391-DXGGG,No,0,4,Stayed,,
9844-FELAJ,Yes,2,3,Stayed,,
8395-ETZKQ,Yes,8,3,Stayed,,
8336-TAVKX,Yes,10,3,Stayed,,
0581-BXBUB,No,0,4,Stayed,,
5150-ITWWB,No,0,4,Joined,,
9281-OFDMF,No,0,4,Stayed,,
7636-OWBPG,No,0,3,Stayed,,
0549-CYCQN,No,0,5,Stayed,,
0928-JMXNP,Yes,3,4,Stayed,,
3629-ZNKXA,No,0,4,Stayed,,
4827-LTQRJ,Yes,1,4,Stayed,,
0136-IFMYD,Yes,1,5,Stayed,,
5144-TVGLP,No,0,3,Stayed,,
9659-ZTWSM,Yes,7,4,Stayed,,
2195-VVRJF,Yes,6,3,Stayed,,
1125-SNVCK,No,0,5,Stayed,,
2545-EBUPK,No,0,3,Joined,,
2172-EJXVF,No,0,3,Stayed,,
8659-HDIYE,No,0,4,Stayed,,
4680-KUTAJ,No,0,4,Stayed,,
2883-ILGWO,No,0,5,Stayed,,
1167-OYZJF,Yes,7,5,Stayed,,
4806-DXQCE,Yes,7,4,Stayed,,
5996-NRVXR,Yes,2,3,Stayed,,
0100-DUVFC,Yes,3,5,Stayed,,
5397-TUPSH,Yes,6,3,Stayed,,
6773-LQTVT,Yes,8,5,Stayed,,
9402-ORRAH,No,0,3,Stayed,,
4840-ORQXB,No,0,3,Stayed,,
3982-DQLUS,Yes,10,3,Stayed,,
3756-VNWDH,Yes,6,3,Stayed,,
2921-XWDJH,No,0,3,Stayed,,
9799-CAYJJ,Yes,1,4,Joined,,
6814-ZPWFQ,No,0,4,Stayed,,
5019-GQVCR,No,0,4,Stayed,,
2880-FPNAE,Yes,1,4,Joined,,
1568-BEKZM,Yes,7,3,Stayed,,
2045-BMBTJ,No,0,4,Stayed,,
6741-EGCBI,No,0,3,Stayed,,
1730-ZMAME,No,0,4,Stayed,,
5913-INRQV,Yes,7,3,Stayed,,
6185-TASNN,No,0,4,Joined,,
1925-LFCZZ,No,0,4,Stayed,,
8707-RMEZH,Yes,6,3,Stayed,,
9373-WSLOY,Yes,1,3,Stayed,,
9819-FBNSV,Yes,8,3,Stayed,,
9544-PYPSJ,Yes,1,4,Stayed,,
3878-AVSOQ,No,0,4,Joined,,
3258-SYSWS,No,0,3,Stayed,,
0512-FLFDW,Yes,3,5,Stayed,,
2107-FBPTK,No,0,4,Stayed,,
1016-DJTSV,No,0,4,Stayed,,
5699-BNCAS,No,0,3,Stayed,,
2900-PHPLN,Yes,2,3,Stayed,,
4039-PIMHX,Yes,4,3,Stayed,,
7826-VVKWT,Yes,9,5,Stayed,,
5288-AHOUP,No,0,3,Stayed,,
7134-HBPBS,No,0,5,Stayed,,
4415-WNGVR,Yes,3,4,Stayed,,
1309-XGFSN,Yes,1,3,Stayed,,
0650-BWOZN,No,0,3,Stayed,,
4304-XUMGI,Yes,3,4,Stayed,,
9481-IEBZY,Yes,6,3,Stayed,,
1080-BWSYE,No,0,5,Stayed,,
3786-WOVKF,Yes,8,4,Stayed,,
5816-SCGFC,No,0,4,Stayed,,
9278-VZKCD,Yes,1,5,Stayed,,
8261-GWDBQ,Yes,1,3,Stayed,,
6173-GOLSU,Yes,4,4,Stayed,,
8720-RQSBJ,No,0,4,Joined,,
7225-CBZPL,Yes,7,3,Stayed,,
3692-JHONH,Yes,9,5,Stayed,,
1200-TUZHR,No,0,4,Stayed,,
7130-CTCUS,Yes,5,3,Stayed,,
0420-HLGXF,No,0,3,Stayed,,
3657-COGMW,No,0,4,Stayed,,
4334-HOWRP,Yes,1,3,Stayed,,
4098-NAUKP,Yes,1,3,Stayed,,
3308-JSGML,Yes,3,3,Stayed,,
6199-IWKGC,Yes,5,5,Stayed,,
2675-DHUTR,Yes,8,3,Stayed,,
7446-YPODE,No,0,3,Stayed,,
9522-BNTHX,No,0,3,Stayed,,
0531-ZZJWQ,Yes,6,5,Stayed,,
2688-BHGOG,No,0,5,Stayed,,
0916-QOFDP,Yes,5,3,Stayed,,
8910-LEDAG,Yes,2,3,Stayed,,
3452-GWUIN,Yes,10,5,Stayed,,
7278-CKDNC,No,0,4,Stayed,,
8450-UYIBU,No,0,4,Stayed,,
3836-FZSDJ,No,0,5,Stayed,,
0187-QSXOE,Yes,8,4,Stayed,,
7733-UDMTP,No,0,4,Stayed,,
6904-JLBGY,No,0,4,Stayed,,
6917-YACBP,No,0,3,Stayed,,
4223-WOZCM,No,0,5,Joined,,
5917-RYRMG,No,0,4,Stayed,,
8224-DWCKX,No,0,4,Stayed,,
1768-HNVGJ,No,0,3,Stayed,,
4395-PZMSN,No,0,4,Stayed,,
5446-DKWYW,Yes,9,4,Stayed,,
8107-KNCIM,Yes,8,4,Stayed,,
5451-YHYPW,Yes,2,3,Stayed,,
7629-WFGLW,Yes,10,3,Stayed,,
8818-DOPVL,No,0,3,Stayed,,
7044-YAACC,Yes,5,5,Stayed,,
8189-XRIKE,No,0,4,Stayed,,
3740-RLMVT,Yes,7,3,Stayed,,
2186-QZEYA,No,0,3,Stayed,,
5599-HVLTW,No,0,4,Stayed,,
9208-OLGAQ,No,0,4,Stayed,,
3244-CQPHU,No,0,4,Stayed,,
2674-MLXMN,No,0,4,Stayed,,
9708-HPXWZ,No,0,5,Stayed,,
5792-JALQC,No,0,3,Stayed,,
2675-OTVVJ,Yes,5,4,Stayed,,
0537-QYZZN,Yes,6,3,Stayed,,
3340-QBBFM,Yes,9,3,Stayed,,
2277-VWCNI,No,0,3,Stayed,,
7576-JMYWV,Yes,7,3,Stayed,,
5227-JSCFE,Yes,9,4,Stayed,,
1608-GMEWB,No,0,4,Stayed,,
2665-NPTGL,Yes,8,4,Stayed,,
0442-ZXKVS,Yes,2,3,Stayed,,
0575-CUQOV,Yes,10,4,Stayed,,
5329-KRDTM,Yes,4,4,Stayed,,
0707-HOVVN,No,0,4,Stayed,,
9518-XXBXE,Yes,7,4,Stayed,,
0423-UDIJQ,No,0,4,Stayed,,
9029-FEGVJ,Yes,2,3,Stayed,,
8999-XXGNS,Yes,7,5,Stayed,,
0471-ARVMX,Yes,8,3,Stayed,,
7524-VRLPL,No,0,3,Stayed,,
4884-TVUQF,No,0,4,Stayed,,
8065-BVEPF,No,0,4,Stayed,,
6350-XFYGW,No,0,4,Stayed,,
8755-IWJHN,Yes,5,3,Stayed,,
4480-QQRHC,No,0,3,Stayed,,
0929-PECLO,No,0,4,Stayed,,
9470-YFUYI,Yes,10,3,Stayed,,
7402-EYFXX,No,0,5,Stayed,,
1986-PHGZF,No,0,4,Stayed,,
8024-XNAFQ,No,0,4,Stayed,,
2988-GBIVW,Yes,10,4,Stayed,,
5956-YHHRX,No,0,5,Stayed,,
6008-NAIXK,No,0,3,Stayed,,
4007-NHVHI,No,0,3,Stayed,,
8979-CAMGB,No,0,5,Stayed,,
7813-ZGGAW,No,0,5,Stayed,,
6583-KQJLK,Yes,5,3,Stayed,,
6139-ZZRBQ,No,0,4,Stayed,,
7594-LZNWR,No,0,3,Stayed,,
3996-ZNWYK,Yes,5,4,Stayed,,
8760-ZRHKE,Yes,7,4,Stayed,,
5216-WASFJ,Yes,4,3,Stayed,,
4948-WBBKL,No,0,3,Stayed,,
8348-JLBUG,Yes,5,3,Stayed,,
3339-EAQNV,Yes,7,5,Stayed,,
5730-RIITO,No,0,3,Stayed,,
7515-LODFU,No,0,3,Stayed,,
8041-TMEID,Yes,1,4,Stayed,,
6941-KXRRV,Yes,10,3,Stayed,,
4501-UYKBC,No,0,3,Stayed,,
5304-EFJLP,Yes,4,4,Stayed,,
8875-AKBYH,No,0,4,Stayed,,
0533-UCAAU,Yes,2,5,Stayed,,
1394-SUIUH,Yes,4,4,Stayed,,
8565-WUXZU,Yes,7,4,Stayed,,
2055-BFOCC,Yes,1,3,Stayed,,
4584-LBNMK,Yes,5,4,Stayed,,
3898-GUYTS,No,0,3,Stayed,,
3703-KBKZP,No,0,5,Stayed,,
5117-IFGPS,Yes,7,3,Stayed,,
2197-OMWGI,Yes,4,4,Stayed,,
7852-LECYP,Yes,8,4,Stayed,,
8595-SIZNC,Yes,5,4,Stayed,,
8920-NAVAY,No,0,5,Stayed,,
9699-UBQFS,Yes,4,3,Stayed,,
1261-FWTTE,No,0,4,Stayed,,
3528-HFRIQ,Yes,10,5,Stayed,,
3320-VEOYC,No,0,3,Stayed,,
9758-MFWGD,No,0,5,Stayed,,
1360-JYXKQ,Yes,1,5,Stayed,,
6925-BAYGL,Yes,1,3,Stayed,,
4135-FRWKJ,Yes,1,3,Stayed,,
6551-ZCOTS,No,0,4,Stayed,,
5995-SNNEW,Yes,1,5,Stayed,,
5371-VYLSX,No,0,3,Stayed,,
4128-ETESU,Yes,3,3,Stayed,,
3295-YVUSR,No,0,3,Joined,,
8016-NCFVO,No,0,4,Stayed,,
4119-ZYPZY,No,0,3,Stayed,,
1078-TDCRN,Yes,7,5,Joined,,
5439-WIKXB,Yes,8,3,Stayed,,
2080-CAZNM,No,0,5,Stayed,,
1028-FFNJK,Yes,1,5,Stayed,,
3001-UNBTL,Yes,1,4,Stayed,,
0786-IVLAW,No,0,3,Stayed,,
4282-ACRXS,Yes,2,3,Stayed,,
7668-XCFYV,Yes,9,3,Stayed,,
5336-UFNZP,Yes,7,4,Stayed,,
9233-PSYHO,No,0,4,Stayed,,
8777-MBMTS,Yes,10,4,Stayed,,
2615-YVMYX,Yes,7,3,Stayed,,
2851-STERV,No,0,4,Stayed,,
5419-JKZNQ,Yes,1,3,Stayed,,
1409-PHXTF,Yes,5,4,Stayed,,
9591-YVTEB,No,0,3,Stayed,,
9309-BZGNT,Yes,7,3,Stayed,,
8075-GXIUB,Yes,3,3,Stayed,,
6723-WSNTY,Yes,3,3,Stayed,,
2144-BFDSO,Yes,1,3,Stayed,,
5647-FXOTP,Yes,1,5,Stayed,,
6078-VESFR,Yes,1,5,Stayed,,
9866-OCCKE,Yes,1,4,Stayed,,
2786-GCDPI,No,0,5,Stayed,,
3733-UOCWF,Yes,5,4,Stayed,,
8490-BXHEO,No,0,5,Stayed,,
7173-TETGO,Yes,4,3,Stayed,,
6435-VWCCY,Yes,3,3,Stayed,,
6726-NNFWD,Yes,10,4,Stayed,,
7856-GANIL,Yes,1,3,Stayed,,
0248-PGHBZ,No,0,4,Stayed,,
7472-EQOAV,Yes,5,3,Stayed,,
