Customer ID,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Offer,Tenure in Months
8276-MQBYC,Yes,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer B,51
6015-VVHHE,Yes,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,5
2516-VQRRV,Yes,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
7580-UGXNC,Yes,No,Yes,DSL,6,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,None,2
5178-LMXOP,Yes,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,None,1
7056-IMHCC,Yes,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Offer B,53
8749-JMNKX,Yes,Yes,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer B,51
0917-EZOLA,Yes,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,None,72
8414-MYSHR,Yes,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,None,5
4988-IQIGL,Yes,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
4706-AXVKM,Yes,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,No,Yes,Month-to-Month,None,11
5889-JTMUL,Yes,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Offer B,50
9026-RNUJS,Yes,No,Yes,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,None,5
1624-NALOJ,Yes,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,None,5
6210-KBBPI,Yes,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,None,9
2260-USTRB,Yes,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
8623-TMRBY,Yes,Yes,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Offer B,51
6900-PXRMS,Yes,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Offer C,26
3346-BRMIS,No,No,Yes,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,18
2722-JMONI,Yes,No,Yes,Cable,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
7579-OOPEC,Yes,No,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer E,2
1771-OADNZ,Yes,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Offer C,29
0612-RTZZA,No,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
4433-JCGCG,Yes,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer B,46
9488-HGMJH,Yes,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
4818-QIUFN,Yes,Yes,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,20
6961-VCPMC,Yes,No,Yes,Fiber Optic,3,No,No,No,No,No,Yes,No,No,Month-to-Month,Offer B,46
4424-TKOPW,Yes,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,None,2
4201-JMNGR,Yes,No,Yes,Cable,22,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer E,1
1866-RZZQS,Yes,Yes,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer B,41
8631-NBHFZ,Yes,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,None,66
4958-XCBDQ,Yes,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer C,35
8337-UPOAQ,Yes,Yes,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,None,10
6712-OAWRH,Yes,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Offer C,26
5914-DVBWJ,Yes,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,None,18
8644-XLFBW,Yes,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
1833-VGRUM,Yes,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
8374-XGEJJ,Yes,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Offer B,43
6946-LMSQS,Yes,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,No,Yes,One Year,Offer C,25
4039-HEUNW,Yes,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,None,36
0812-WUPTB,Yes,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
2403-BCASL,Yes,Yes,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Offer B,41
3871-IKPYH,Yes,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
1304-NECVQ,Yes,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer E,2
5655-JSMZM,Yes,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Offer B,49
4505-EXZHB,Yes,No,Yes,Fiber Optic,27,No,No,Yes,No,No,No,No,No,Month-to-Month,Offer E,6
8972-HJWNV,Yes,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Offer E,7
2860-RANUS,Yes,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer D,20
0406-BPDVR,Yes,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Offer B,54
5276-KQWHG,Yes,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,2
9667-EQRXU,No,No,Yes,Cable,7,No,No,Yes,No,Yes,No,No,No,Month-to-Month,None,30
0946-CLJTI,Yes,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,58
0324-BRPCJ,Yes,Yes,Yes,Cable,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,68
9189-JWSHV,Yes,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,24
0576-WNXXC,Yes,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,None,27
5482-PLVPE,No,No,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
4902-OHLSK,Yes,Yes,Yes,Fiber Optic,16,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,None,29
0495-ZBNGW,Yes,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,No,Month-to-Month,None,5
2357-COQEK,Yes,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,None,28
2034-CGRHZ,Yes,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,None,24
9360-AHGNL,Yes,Yes,Yes,Fiber Optic,13,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Offer B,43
5485-WUYWF,Yes,No,Yes,Cable,24,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,None,2
2632-UCGVD,Yes,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,None,66
6425-YQLLO,Yes,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,None,66
2091-RFFBA,Yes,Yes,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,None,31
6899-PPEEA,Yes,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,None,37
4597-NUCQV,Yes,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,24
3754-DXMRT,Yes,No,Yes,DSL,25,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
7130-VTEWQ,Yes,Yes,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes,Month-to-Month,None,8
7903-CMPEY,Yes,Yes,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,1
1704-NRWYE,Yes,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,9
7481-ATQQS,Yes,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Offer B,49
0023-HGHWL,No,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
1792-UXAFY,Yes,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer D,17
6161-UUUTA,Yes,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,3
6543-XRMYR,Yes,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,None,30
2479-BRAMR,Yes,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer B,41
3714-JTVOV,Yes,No,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,42
8580-QVLOC,Yes,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,None,72
2012-NWRPA,Yes,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer D,11
8808-ELEHO,Yes,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,None,8
9058-CBREO,Yes,Yes,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
8063-GBATB,Yes,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,27
1069-XAIEM,Yes,Yes,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,1
6987-XQSJT,Yes,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,54
0722-TROQR,Yes,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,None,4
6402-ZFPPI,Yes,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,None,25
9965-YOKZB,Yes,Yes,Yes,Fiber Optic,13,No,No,No,No,No,Yes,No,Yes,Month-to-Month,None,9
0504-HHAPI,Yes,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,None,27
3791-LGQCY,Yes,Yes,Yes,Cable,29,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,None,56
8166-ZZTFS,Yes,Yes,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,None,66
2956-GGUCQ,Yes,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,24
2778-OCLGR,No,No,Yes,DSL,5,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,None,24
7067-KSAZT,Yes,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,None,65
9300-AGZNL,Yes,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,None,1
1112-CUNAO,Yes,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Offer D,15
3389-YGYAI,Yes,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,None,8
3070-DVEYC,Yes,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,None,7
5707-ORNDZ,Yes,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,9
8696-JKZNU,Yes,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer C,37
2055-PDADH,Yes,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,3
2302-ANTDP,Yes,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,None,48
5233-GEEAX,No,No,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer E,8
7137-RYLPP,Yes,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer C,37
3957-LXOLK,Yes,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer C,28
5281-BUZGT,Yes,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer C,36
2718-GAXQD,Yes,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,4
3217-FZDMN,Yes,No,Yes,Fiber Optic,8,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer E,8
7480-QNVZJ,Yes,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,50
7124-UGSUR,Yes,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,None,61
1862-SKORY,No,No,Yes,Cable,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,None,40
4816-JBHOV,Yes,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,2
3247-ZVOUO,Yes,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Offer D,10
1268-ASBGA,Yes,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Offer D,16
4713-LZDRV,Yes,No,Yes,Cable,30,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Offer E,2
4325-NFSKC,Yes,Yes,Yes,Fiber Optic,25,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer D,19
6502-HCJTI,Yes,Yes,Yes,Fiber Optic,17,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,None,7
8258-GSTJK,Yes,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,None,3
2995-UPRYS,Yes,No,Yes,Fiber Optic,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,None,40
6686-YPGHK,Yes,No,Yes,Fiber Optic,20,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,None,47
8020-BWHYL,Yes,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,15
6892-XPFPU,Yes,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer C,24
8010-EZLOU,Yes,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,15
8062-YBDOE,Yes,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
3672-YITQD,Yes,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Offer C,36
8988-ECPJR,Yes,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer C,34
3776-EKTKM,No,No,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,1
0643-OKLRP,Yes,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No,Month-to-Month,None,47
9381-NDKME,No,No,Yes,Cable,29,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Offer C,24
8327-LZKAS,Yes,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,No,No,One Year,None,43
1075-BGWOH,Yes,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,None,16
8485-GJCDN,Yes,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,None,5
6029-WTIPC,Yes,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer C,37
3317-HRTNN,No,No,Yes,DSL,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,None,5
5569-OUICF,Yes,Yes,Yes,Fiber Optic,20,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Offer C,28
5747-PMBSQ,Yes,No,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,None,10
2982-IHMFT,Yes,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
5143-EGQFK,No,No,Yes,Cable,20,No,No,No,Yes,No,No,No,No,Month-to-Month,None,10
6168-WFVVF,Yes,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,None,3
7450-NWRTR,Yes,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,None,12
6005-OBZPH,Yes,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Offer C,26
7932-WPTDS,No,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
7000-WCEVQ,Yes,Yes,Yes,DSL,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,None,20
5959-BELXA,Yes,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Offer C,32
2506-TNFCO,Yes,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
6060-DRTNL,Yes,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,No,Month-to-Month,None,5
8473-VUVJN,Yes,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
0196-VULGZ,Yes,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,None,6
1976-CFOCS,Yes,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
4631-OACRM,Yes,No,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,None,15
3755-JBMNH,Yes,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,None,16
6345-ULYRW,Yes,Yes,Yes,Cable,14,No,Yes,No,No,No,Yes,Yes,Yes,One Year,None,44
0013-EXCHZ,Yes,No,Yes,Fiber Optic,11,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,None,3
5550-VFRLC,Yes,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,No,Month-to-Month,None,1
2657-ALMWY,Yes,No,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer C,26
6284-AHOOQ,Yes,Yes,Yes,Fiber Optic,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,None,22
2460-FPSYH,No,No,Yes,Cable,6,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,None,40
5028-HTLJB,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
0875-CABNR,Yes,No,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,None,10
6982-UQZLY,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
0193-ESZXP,Yes,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,None,58
4369-HTUIF,Yes,No,Yes,Fiber Optic,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer E,6
5287-QWLKY,Yes,Yes,Yes,Fiber Optic,8,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,71
1891-UAWWU,Yes,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,None,20
3096-JRDSO,Yes,Yes,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Offer C,27
2398-YPMUR,Yes,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No,Month-to-Month,None,13
1265-XTECC,Yes,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,No,Yes,One Year,None,68
4871-JTKJF,Yes,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
1415-YFWLT,Yes,No,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Offer E,1
3500-RMZLT,Yes,No,Yes,Fiber Optic,8,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-Month,None,15
2642-DTVCO,Yes,Yes,Yes,Fiber Optic,6,No,No,No,No,No,Yes,No,No,Month-to-Month,Offer E,9
1363-TXLSL,Yes,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
7136-RVDTZ,No,No,Yes,DSL,20,No,No,No,No,Yes,Yes,No,Yes,One Year,None,70
6927-WTFIV,Yes,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,20
3398-ZOUAA,Yes,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,21
4844-JJWUY,Yes,No,Yes,Fiber Optic,22,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,1
4785-QRJHC,No,No,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,No,No,One Year,None,46
1965-AKTSX,Yes,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer D,14
7248-VZQLC,Yes,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,None,47
0011-IGKFF,Yes,No,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer D,13
6496-SLWHQ,Yes,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Offer E,3
9912-GVSEQ,Yes,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Offer C,26
5383-MMTWC,Yes,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,None,8
6877-LGWXO,Yes,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Offer D,18
5167-GBFRE,No,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,4
1324-NLTJE,Yes,Yes,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Offer D,15
5567-WSELE,Yes,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Offer E,3
6646-VRFOL,Yes,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,None,53
9090-SGQXL,Yes,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,None,68
6595-YGXIT,Yes,Yes,Yes,Fiber Optic,23,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Offer C,25
9835-ZIITK,Yes,Yes,Yes,Fiber Optic,13,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,None,66
5649-TJHOV,No,No,Yes,DSL,25,No,No,No,No,No,Yes,No,No,Month-to-Month,Offer C,27
9253-QXKBE,Yes,Yes,Yes,Fiber Optic,21,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,None,29
8775-LHDJH,Yes,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Offer E,1
3097-NQYSN,Yes,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,None,2
3565-UNOCC,Yes,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,29
9190-MFJLN,Yes,No,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,19
1095-JUDTC,Yes,Yes,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,None,47
5385-SUIRI,Yes,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,52
6328-ZPBGN,Yes,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,11
2856-NNASM,Yes,No,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,43
6769-DYBQN,Yes,No,Yes,Fiber Optic,29,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,46
2446-BEGGB,Yes,Yes,Yes,Fiber Optic,29,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,6
1496-GGSUK,No,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
3296-SILRA,Yes,No,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,1
5180-UCIIQ,No,No,Yes,Cable,18,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,None,22
1977-STDKI,Yes,No,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,1
5813-UECBU,Yes,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,None,33
4342-HENTK,Yes,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
1597-LHYNC,Yes,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,None,26
8651-ENBZX,Yes,Yes,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,No,No,One Year,None,60
9286-DOJGF,Yes,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,None,38
9661-MHUMO,Yes,No,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes,Month-to-Month,None,1
8884-ADFVN,Yes,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,7
2720-WGKHP,Yes,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,2
9776-CLUJA,Yes,Yes,Yes,Fiber Optic,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,51
3551-HUAZH,Yes,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
